state,district,pincode,velocity_q3,volume_sum,volume_median,elderly_pressure_median,child_ratio_mean,bio_sum,bio_compliance_rate
Manipur,Thoubal,795138,5.0,325.0,2.0,3.3,0.19412559942862972,15080.0,46.25766871165644
Uttar Pradesh,Allahabad,211011,5.0,374.0,2.0,4.685714285714285,0.2760819731088273,5038.0,13.434666666666667
Uttar Pradesh,Allahabad,221502,5.0,338.0,2.0,3.0,0.27808694488381985,6427.0,18.958702064896755
Uttar Pradesh,Amethi,227405,5.0,446.0,4.0,4.721590909090909,0.29848354184049813,7071.0,15.818791946308725
Uttar Pradesh,Maharajganj,273163,5.0,838.0,6.0,3.6666666666666665,0.23703119497646635,6937.0,8.268176400476758
Uttar Pradesh,Deoria,274408,5.0,373.0,2.0,4.666666666666667,0.23040090301684882,6708.0,17.93582887700535
Uttar Pradesh,Balrampur,271307,5.0,393.0,3.0,4.928571428571429,0.2190607322960264,5015.0,12.728426395939087
Uttar Pradesh,Bulandshahr,202390,5.0,438.0,3.0,4.833333333333333,0.2702183534449114,7223.0,16.453302961275625
Uttar Pradesh,Ghazipur,233227,5.0,736.0,6.0,4.333333333333333,0.2652961393986564,9699.0,13.16010854816825
Uttar Pradesh,Hathras,204215,5.0,406.0,3.0,6.0,0.2911714476464073,7575.0,18.611793611793612
Uttar Pradesh,Hathras,281302,5.0,324.0,2.0,3.571428571428572,0.2623114638548535,3726.0,11.464615384615385
Uttar Pradesh,Kheri,261505,5.0,2675.0,13.0,5.836898395721925,0.2811094837438462,13906.0,5.196562032884903
Uttar Pradesh,Deoria,274001,5.0,2109.0,14.0,5.151515151515151,0.2823153570889785,17565.0,8.324644549763033
Uttar Pradesh,Jaunpur,222139,5.0,1671.0,4.5,5.333333333333333,0.15767533306190062,7984.0,4.77511961722488
Uttar Pradesh,Mirzapur,231302,4.75,682.0,5.0,5.364102564102565,0.2183365132602785,7504.0,10.986822840409957
Bihar,Nawada,805124,4.75,952.0,8.5,7.008928571428571,0.1261084697415339,6605.0,6.930745015739769
Bihar,Munger,811211,4.75,814.0,6.0,6.425,0.2272522880986003,8198.0,10.058895705521472
Bihar,East Champaran,845315,4.75,624.0,3.0,5.0,0.13129422493010035,3017.0,4.8272
Bihar,Gaya,824201,4.75,2130.0,8.0,6.033333333333333,0.22953439526889452,18129.0,8.507273580478648
Bihar,Araria,854334,4.5,1022.0,8.0,10.0,0.2636092482381596,16020.0,15.659824046920821
Uttar Pradesh,Ghaziabad,201309,4.5,329.0,2.0,5.333333333333333,0.28287683507557865,4396.0,13.32121212121212
Bihar,West Champaran,845404,4.5,939.0,8.0,9.2,0.2650638711318686,8758.0,9.317021276595744
Bihar,Vaishali,844102,4.5,1115.0,8.0,6.857142857142857,0.24502791032001137,10392.0,9.311827956989248
Bihar,Saharsa,852126,4.5,731.0,6.0,5.166666666666667,0.23241742011649277,7689.0,10.504098360655737
Uttar Pradesh,Sultanpur,222302,4.5,1083.0,5.0,3.8090909090909086,0.28551756781480386,7633.0,7.041512915129151
Uttar Pradesh,Shahjahanpur,242127,4.5,3475.0,8.0,4.285714285714286,0.2136769071715493,10533.0,3.0302071346375143
Uttar Pradesh,Bahraich,271851,4.5,2073.0,8.0,5.111111111111111,0.23610047865602454,9933.0,4.789296046287367
Uttar Pradesh,Mainpuri,205265,4.5,690.0,5.0,4.333333333333333,0.2547525317792772,6625.0,9.587554269175108
Uttar Pradesh,Bara Banki,227131,4.5,504.0,3.0,5.25,0.2559016458791775,7599.0,15.047524752475248
Bihar,Sitamarhi,843330,4.25,2678.0,4.0,7.366666666666667,0.23680092076459447,5485.0,2.047405748413587
Bihar,Gaya,824206,4.25,951.0,7.0,5.690476190476191,0.23787670218975135,11466.0,12.044117647058824
Bihar,Madhubani,847235,4.25,821.0,5.0,7.708333333333334,0.28483781534467323,10620.0,12.91970802919708
Uttar Pradesh,Kannauj,209722,4.25,1363.0,6.0,6.1,0.27758932405563735,7314.0,5.36217008797654
Uttar Pradesh,Ballia,221712,4.25,681.0,6.0,4.727941176470589,0.2628161017558143,11260.0,16.51026392961877
Bihar,East Champaran,845426,4.25,578.0,4.0,8.380952380952381,0.27641476497358847,7192.0,12.421416234887737
Uttar Pradesh,Sant Kabir Nagar,272162,4.25,486.0,3.0,4.145833333333334,0.20179601130680322,10055.0,20.64681724845996
